"Company";"TypeName";"Inches";"Screen_width";"Screen_height";"TouchScreen";"IPS_Panel";"Ram";"Gpu_Brand";"Gpu_Name";"OpSys";"Weight";"Price";"Cpu_brand";"Cpu_Speed_Ghz";"Cpu_Model";"Cpu_type";"Memory_1_Type";"Memory_1_Size";"Memory_2_Type";"Memory_2_Size"
"Dell";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5 M430";"Windows 10";2.25;31915;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.04;42944;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1060";"Windows 10";2.5;63350;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";15.6;1366;768;0;0;8;"AMD";" Radeon R7 M445";"Windows 10";2.36;39907;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Dell";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620 ";"Windows 10";1.6;59620;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"";0
"HP";"Netbook";12.5;1920;1080;0;0;8;"Intel";" HD Graphics 515";"Windows 10";0.97;101658;"Intel";1.2;"Core M 6Y75";"Core M";"SSD";512;"";0
"HP";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon 520";"Windows 10";2.1;26587;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";128;"HDD";1024
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"No OS";1.9;14419;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"SSD";128;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";2.3;71875;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"Asus";"Notebook";13.3;3200;1800;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.4;61272;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Ultrabook";13.3;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.11;71875;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 505";"Windows 10";2.4;20246;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"HDD";500;"";0
"Asus";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.5;95851;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"HP";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.48;111302;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Acer";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.7;67133;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"HP";"Notebook";13.3;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.34;63350;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.18;29144;"Intel";2.4;"Core i3 7100U";"Core i3";"SSD";128;"";0
"HP";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.64;41505;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Toshiba";"Notebook";13.3;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.2;63670;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";128;"";0
"HP";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.48;58607;"Intel";2.4;"Core i5 6300U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.95;64202;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.43;77203;"Intel";2.6;"Core i7 6600U";"Core i7";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";1.64;55905;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.64;36444;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";500;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.65;50563;"Intel";2.5;"Core i5 7300HQ";"Core i5";"Hybrid";1024;"";0
"HP";"Ultrabook";12.5;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.26;81998;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"HP";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.48;84715;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.54;100551;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"HP";"Notebook";13.3;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.49;42624;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";500;"";0
"Toshiba";"Notebook";13.3;1366;768;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.5;64469;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.04;41025;"Intel";2.4;"Core i3 7100U";"Core i3";"SSD";256;"";0
"Lenovo";"Notebook";17.3;3840;2160;0;1;16;"Nvidia";" Quadro 3000M";"Windows 7";2.4;158135;"Intel";2.7;"Core i7 6820HQ";"Core i7";"SSD";512;"";0
"Toshiba";"Notebook";14.0;1920;1080;0;1;8;"Intel";" HD Graphics 520";"Windows 10";1.47;79387;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.43;118761;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;4;"Intel";" HD Graphics 520";"Windows 10";2.08;42410;"Intel";2.3;"Core i3 6100U";"Core i3";"HDD";1024;"";0
"Toshiba";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.2;84715;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";13.3;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.11;61219;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";1.64;63160;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";2.09;55754;"Intel";2.4;"Core i5 6300U";"Core i5";"HDD";500;"";0
"HP";"Ultrabook";12.5;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.26;83064;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.31;63350;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"HP";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.95;56477;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Dell";"Ultrabook";13.3;3200;1800;1;0;8;"Intel";" HD Graphics 620";"Windows 10";1.29;86527;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";2.63;57542;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.64;51841;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;6;"AMD";" Radeon R5";"Windows 10";2.1;21792;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"HDD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.7;63499;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"HP";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.95;63670;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.84;65481;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"HP";"Ultrabook";12.5;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.26;71875;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.04;39534;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Toshiba";"Ultrabook";14.0;1920;1080;0;1;8;"Intel";" HD Graphics 520";"Windows 10";1.47;91908;"Intel";2.6;"Core i7 6600U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";2.09;56634;"Intel";2.4;"Core i5 6300U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.64;53840;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;4;"Intel";" HD Graphics 520";"Windows 10";1.8;45128;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Vero";"Notebook";14.0;1366;768;0;0;2;"Intel";" HD Graphics 400";"Windows 10";1.45;11231;"Intel";1.4;"Atom X5-Z8350 1.44GHz";"Atom X5-Z8350";"Flash Storage";32;"";0
"Toshiba";"Notebook";15.6;1920;1080;0;1;16;"Nvidia";" GeForce 930M";"Windows 10";2.4;75924;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";2.3;55923;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.54;53280;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.84;112066;"Intel";2.4;"Core i5 6300U";"Core i5";"SSD";256;"HDD";500
"HP";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.43;78268;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"MSI";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 980M";"Windows 10";3.78;82352;"Intel";2.7;"Core i7 6820HK";"Core i7";"SSD";256;"HDD";1024
"Lenovo";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 980M";"Windows 10";4.6;122011;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"Asus";"Netbook";11.6;1366;768;0;0;4;"Intel";" HD Graphics 400";"Chrome OS";1.2;15339;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"Flash Storage";16;"";0
"Lenovo";"Notebook";14.0;2560;1440;0;1;16;"Intel";" HD Graphics 520";"Windows 7";1.1;139594;"Intel";2.6;"Core i7 6600U";"Core i7";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;1;8;"Nvidia";" GeForce 940MX";"Windows 10";1.91;52161;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";2.3;58288;"Intel";2.7;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.04;52161;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Ultrabook";13.3;3200;1800;1;0;16;"Intel";" HD Graphics 620";"Windows 10";1.2;120093;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";1024;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.31;37570;"Intel";2.3;"Core i3 6100U";"Core i3";"HDD";500;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"No OS";1.96;26587;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Acer";"Notebook";15.6;1366;768;0;0;8;"AMD";" Radeon R5";"Windows 10";2.4;23923;"AMD";2.2;"A8-Series 7410";"A8-Series 7410";"HDD";1024;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;1;12;"Intel";" HD Graphics 620";"Windows 10";1.6;69211;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"MSI";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"Windows 10";2.94;96916;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";256;"HDD";1024
"Asus";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 965M";"No OS";4.0;53173;"Intel";2.6;"Core i7 6700HQ";"Core i7";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics";"Windows 10";2.25;29784;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;16;"AMD";" Radeon R7 M445";"Windows 10";2.32;52747;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"MSI";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"Windows 10";1.8;102777;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";256;"HDD";1024
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.29;77682;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Asus";"Gaming";17.3;1920;1080;0;1;64;"Nvidia";" GeForce GTX 980 ";"Windows 10";3.58;211788;"Intel";2.7;"Core i7 6820HK";"Core i7";"SSD";1024;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;8;"Intel";" HD Graphics 520";"Windows 10";1.62;42518;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Dell";"Gaming";15.6;3840;2160;0;0;16;"Nvidia";" GeForce GTX 970M";"Windows 10";3.21;70809;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";256;"HDD";1024
"Apple";"Ultrabook";12.0;2304;1440;0;1;8;"Intel";" HD Graphics 515";"macOS";0.92;69264;"Intel";1.1;"Core M";"Core M";"Flash Storage";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.06;25680;"Intel";2.3;"Core i3 6100U";"Core i3";"HDD";500;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.31;63883;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"HP";"Ultrabook";12.5;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.26;63883;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.49;58075;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Lenovo";"Ultrabook";12.5;1920;1080;1;1;8;"Intel";" HD Graphics 520";"Windows 10";1.3;91295;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";17.3;1600;900;0;0;8;"AMD";" Radeon R5 M330";"Windows 10";3.0;35112;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;1;4;"Nvidia";" GeForce GTX 950M";"Windows 10";2.3;52055;"Intel";2.3;"Core i5 6300HQ";"Core i5";"HDD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1070";"Windows 10";3.78;133147;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;28771;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"HP";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 7";2.31;50083;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"Lenovo";"Ultrabook";12.5;2560;1440;1;1;8;"Intel";" HD Graphics 515";"Windows 10";0.99;74539;"Intel";1.2;"Core M 6Y75";"Core M";"SSD";512;"";0
"Lenovo";"Gaming";17.3;1920;1080;0;1;32;"Nvidia";" GeForce GTX 980M";"Windows 10";4.6;172627;"Intel";2.7;"Core i7 6820HK";"Core i7";"SSD";512;"Hybrid";1024
"Lenovo";"2 in 1 Convertible";10.1;1920;1200;1;1;4;"Intel";" HD Graphics 400";"Windows 10";0.69;34433;"Intel";1.4;"Atom x5-Z8550 1.44GHz";"Atom x5-Z8550";"Flash Storage";64;"";0
"HP";"Ultrabook";13.3;3840;2160;0;1;16;"Intel";" HD Graphics 620";"Windows 10";1.3;109171;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.18;39960;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 7";1.54;54931;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"HP";"Workstation";15.6;1920;1080;0;0;8;"AMD";" FirePro W4190M";"Windows 7";1.9;79654;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.7;63883;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";180;"";0
"HP";"Notebook";13.3;3200;1800;0;0;4;"Intel";" HD Graphics 515";"Chrome OS";1.29;32767;"Intel";1.5;"Pentium Dual Core 4405Y";"Pentium Dual";"Flash Storage";32;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5";"Windows 10";2.4;20619;"AMD";2.2;"A8-Series 7410";"A8-Series 7410";"HDD";500;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics";"Linux";2.2;20965;"Intel";1.6;"Pentium Quad Core N3700";"Pentium Quad";"HDD";500;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"No OS";1.86;18434;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1060";"Windows 10";2.7;85195;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Dell";"Ultrabook";13.3;1920;1080;0;1;4;"AMD";" Radeon 530";"Windows 10";1.4;43602;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"HP";"Netbook";12.5;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 7";2.4;85195;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";128;"";0
"Acer";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 950M";"Windows 10";2.4;42571;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"HDD";1024
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon R7 M445";"Windows 10";2.36;34035;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 965M";"Windows 10";2.6;85195;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";256;"";0
"HP";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 405";"Windows 10";1.96;26640;"Intel";1.6;"Pentium Quad Core N3710";"Pentium Quad";"HDD";1024;"";0
"Asus";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 980M";"Windows 10";4.3;122491;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Ultrabook";12.5;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 7";1.5;60481;"Intel";2.3;"Core i3 6100U";"Core i3";"HDD";500;"";0
"Dell";"Ultrabook";12.5;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 7";1.5;62176;"Intel";2.3;"Core i3 6100U";"Core i3";"SSD";128;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics";"Chrome OS";2.2;11136;"Intel";1.5;"Celeron Dual Core 3205U";"Celeron Dual";"SSD";16;"";0
"HP";"Workstation";17.3;1920;1080;0;1;8;"AMD";" FirePro W6150M";"Windows 7";3.0;154459;"Intel";2.6;"Core i7 6700HQ";"Core i7";"HDD";1024;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.4;63883;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Dell";"Ultrabook";12.5;1366;768;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.5;75290;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 960M";"Windows 10";2.9;80516;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;4;"Intel";" HD Graphics 520";"Windows 10";2.1;46194;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon R4";"Windows 10";2.1;21205;"AMD";2.5;"A6-Series 9220";"A6-Series 9220";"HDD";1024;"";0
"Asus";"Gaming";15.6;1920;1080;0;1;16;"Nvidia";" GeForce GTX 960M";"Windows 10";2.59;71342;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"HP";"Notebook";13.3;3200;1800;1;0;8;"Intel";" HD Graphics 515";"Windows 10";1.16;90523;"Intel";1.1;"Core M 6Y54";"Core M";"SSD";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5 M315";"Windows 7";2.24;40980;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;22857;"Intel";2.0;"Core i3 6006U";"Core i3";"SSD";128;"";0
"HP";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.16;104908;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";512;"";0
"Lenovo";"2 in 1 Convertible";10.1;1920;1200;1;1;4;"Intel";" HD Graphics 400";"Android";0.69;29251;"Intel";1.4;"Atom x5-Z8550 1.44GHz";"Atom x5-Z8550";"Flash Storage";64;"";0
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" Iris Plus Graphics 640";"Windows 10";1.23;73473;"Intel";2.4;"Core i7 7560U";"Core i7";"SSD";256;"";0
"Lenovo";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 980M";"Windows 10";4.6;146519;"Intel";2.7;"Core i7 6820HK";"Core i7";"SSD";256;"Hybrid";1024
"Razer";"Ultrabook";12.5;3840;2160;1;0;8;"Intel";" HD Graphics 520";"Windows 10";1.25;54825;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Toshiba";"Ultrabook";13.3;1920;1080;0;0;16;"Intel";" HD Graphics 620";"Windows 10";1.05;118601;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Asus";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 960M";"Windows 10";3.52;69929;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"Vero";"Notebook";13.3;1920;1080;0;0;4;"Intel";" HD Graphics 400";"Windows 10";1.35;10443;"Intel";1.4;"Atom X5-Z8350 1.44GHz";"Atom X5-Z8350";"Flash Storage";32;"";0
"HP";"Notebook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.16;90043;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"HP";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.43;80613;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Linux";2.09;27899;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.0;23177;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;1;8;"Intel";" HD Graphics 520";"Windows 10";1.8;88924;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";10.1;1920;1200;1;1;4;"Intel";" HD Graphics 400";"Windows 10";0.69;25521;"Intel";1.4;"Atom x5-Z8550 1.44GHz";"Atom x5-Z8550";"Flash Storage";64;"";0
"HP";"Ultrabook";12.5;1366;768;0;0;8;"Intel";" HD Graphics 520";"Windows 7";1.26;100966;"Intel";2.4;"Core i5 6300U";"Core i5";"SSD";256;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1060";"No OS";2.4;52694;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";128;"HDD";1024
"HP";"Gaming";17.3;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1060";"Windows 10";3.35;60153;"Intel";2.3;"Core i5 6300HQ";"Core i5";"SSD";128;"HDD";1024
"HP";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.04;33513;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
